,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA
150,151,5082,TAMAULIPAS,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN INGENIERÍA Y TECNOLOGÍAS COMPUTACIONALES
151,152,1478,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN INVESTIGACIONES EDUCATIVAS
152,153,273,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE FÍSICA
153,154,2811,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE FÍSICA
154,155,309,YUCATÁN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD EN CIENCIAS MARINAS
155,156,132,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD EN GENÉTICA Y BIOLOGÍA MOLECULAR
156,157,1904,QUERÉTARO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD EN MATERIALES
157,158,1982,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD EN TOXICOLOGÍA
158,159,235,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.","DOCTORADO EN CIENCIAS EN LAS ESPECIALIDADES DE FISIOLOGÍA CELULAR Y MOLECULAR, Y 
NEUROBIOLOGÍA CELULAR Y MOLECULAR"
159,160,128,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN MATEMÁTICA EDUCATIVA
160,161,2086,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN NANOCIENCIAS Y NANOTECNOLOGÍA
161,162,342,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN ROBÓTICA Y MANUFACTURA AVANZADA
162,163,5060,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN SISTEMAS AUTÓNOMOS DE NAVEGACIÓN AÉREA Y SUBMARINA
163,164,5975,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS EN SUSTENTABILIDAD DE LOS RECURSOS NATURALES Y ENERGÍA
164,165,1125,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS ESPECIALIDAD EN BIOTECNOLOGÍA
165,166,130,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN CIENCIAS QUÍMICAS
166,167,374,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",DOCTORADO EN NEUROFARMACOLOGÍA Y TERAPÉUTICA EXPERIMENTAL
167,168,308,YUCATÁN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN BIOLOGÍA MARINA
168,169,119,YUCATÁN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS CON ESPECIALIDADES EN FÍSICA APLICADA Y FISICOQUÍMICA
169,170,297,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN BIOLOGÍA CELULAR
170,171,3648,GUANAJUATO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN BIOLOGÍA INTEGRATIVA
171,172,1919,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN BIOMEDICINA MOLECULAR
172,173,1577,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN BIOQUÍMICA
173,174,1983,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN COMPUTACIÓN
174,175,1071,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN CONTROL AUTOMÁTICO
175,176,330,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN FARMACOLOGÍA
176,177,131,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN GENÉTICA Y BIOLOGÍA MOLECULAR
177,178,49,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN INFECTÓMICA Y PATOGÉNESIS MOLECULAR
178,179,280,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN INGENIERÍA CERAMICA
179,180,331,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN INGENIERÍA ELÉCTRICA
180,181,282,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN INGENIERÍA METALÚRGICA
181,182,5083,TAMAULIPAS,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN INGENIERÍA Y TECNOLOGÍAS COMPUTACIONALES
182,183,197,GUANAJUATO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE BIOTECNOLOGÍA DE PLANTAS
183,184,1944,YUCATÁN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE ECOLOGÍA HUMANA
184,185,272,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE FÍSICA
185,186,455,NUEVO LEÓN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE INGENIERÍA Y FÍSICA BIOMÉDICAS
186,187,1976,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE INVESTIGACIONES EDUCATIVAS
187,188,1903,QUERÉTARO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE MATERIALES
188,189,1989,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN MATEMÁTICAS
189,190,3170,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN SISTEMAS AUTÓNOMOS DE NAVEGACIÓN AÉREA Y SUBMARINA
190,191,3963,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN SUSTENTABILIDAD DE LOS RECURSOS NATURALES Y ENERGÍA
191,192,352,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS EN TOXICOLOGÍA
192,193,1105,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS ESPECIALIDAD EN BIOTECNOLOGÍA
193,194,129,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN CIENCIAS ESPECIALIDAD MATEMÁTICA EDUCATIVA
194,195,5800,NUEVO LEÓN,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN EDUCACIÓN EN BIOLOGÍA PARA LA FORMACIÓN CIUDADANA
195,196,1562,JALISCO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN INGENIERÍA ELÉCTRICA
196,197,1875,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN NEUROBIOLOGÍA Y FISIOLOGÍA CELULAR Y MOLECULAR
197,198,294,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN NEUROFARMACOLOGÍA Y TERAPÉUTICA EXPERIMENTAL
198,199,302,COAHUILA,"CENTRO DE INVESTIGACION Y DE ESTUDIOS 
AVANZADOS DEL INSTITUTO POLITÉCNICO 
NACIONAL.",MAESTRÍA EN ROBÓTICA Y MANUFACTURA AVANZADA
199,200,288,QUERÉTARO,"CENTRO DE INVESTIGACION Y DESARROLLO 
TECNOLOGICO EN ELECTROQUIMICA SC",DOCTORADO EN ELECTROQUÍMICA
200,201,1815,QUERÉTARO,"CENTRO DE INVESTIGACION Y DESARROLLO 
TECNOLOGICO EN ELECTROQUIMICA SC",MAESTRÍA EN ELECTROQUÍMICA
201,202,5301,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",DOCTORADO EN CIENCIA POLÍTICA
202,203,6280,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",DOCTORADO EN HISTORIA APLICADA
203,204,651,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",DOCTORADO EN POLÍTICAS PÚBLICAS
204,205,733,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",MAESTRÍA EN ADMINISTRACIÓN Y POLÍTICAS PÚBLICAS
205,206,5281,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",MAESTRÍA EN CIENCIA POLÍTICA
206,207,438,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",MAESTRÍA EN ECONOMÍA
207,208,3147,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",MAESTRÍA EN HISTORIA INTERNACIONAL
208,209,6248,AGUASCALIENTES,"CENTRO DE INVESTIGACION Y DOCENCIA 
ECONOMICAS AC",MAESTRIA EN MÉTODOS PARA EL ANÁLISIS DE POLÍTICAS PÚBLICAS
209,210,1338,"BAJA CALIFORNIA 
SUR","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL 
NOROESTE SC","DOCTORADO EN CIENCIAS EN EL USO, MANEJO Y PRESERVACIÓN DE LOS RECURSOS 
NATURALES"
210,211,2955,"BAJA CALIFORNIA 
SUR","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL 
NOROESTE SC",DOCTORADO EN CIENCIAS EN  BIOECONOMÍA PESQUERA Y ACUÍCOLA
211,212,526,"BAJA CALIFORNIA 
SUR","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL 
NOROESTE SC","MAESTRÍA EN CIENCIAS EN EL USO, MANEJO Y PRESERVACIÓN DE LOS RECURSOS NATURALES"
212,213,7540,"BAJA CALIFORNIA 
SUR","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL 
NOROESTE SC",ESPECIALIDAD PARA EL BIENESTAR COMUNITARIO EN MANEJO COSTERO
213,214,194,GUANAJUATO,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",DOCTORADO EN CIENCIAS: ÓPTICA
214,215,191,GUANAJUATO,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",MAESTRÍA EN CIENCIAS: ÓPTICA
215,216,999,GUANAJUATO,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",MAESTRÍA EN OPTOMECATRÓNICA
216,217,1462,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN ANTROPOLOGÍA
217,218,5056,CHIAPAS,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN ANTROPOLOGÍA SOCIAL
218,219,479,JALISCO,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN CIENCIAS SOCIALES
219,220,7366,VERACRUZ,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN CIENCIAS SOCIALES
220,221,2112,YUCATÁN,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN HISTORIA
221,222,2665,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",DOCTORADO EN LINGÜÍSTICA INDOAMERICANA
222,223,353,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN ANTROPOLOGÍA SOCIAL
223,224,333,OAXACA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN ANTROPOLOGÍA SOCIAL
224,225,1673,CHIAPAS,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN ANTROPOLOGÍA SOCIAL
225,226,460,VERACRUZ,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN ANTROPOLOGÍA SOCIAL
226,227,47,YUCATÁN,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN HISTORIA
227,228,1829,CIUDAD DE MÉXICO,"CENTRO DE INVESTIGACIONES Y ESTUDIOS 
SUPERIORES EN ANTROPOLOGIA SOCIAL",MAESTRÍA EN LINGÜÍSTICA INDOAMERICANA
228,229,2032,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN
229,230,7189,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",DOCTORADO EN CIENCIAS DE LA INGENIERÍA
230,231,686,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",DOCTORADO EN CIENCIAS EN INGENIERÍA ELECTRÓNICA
231,232,2040,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",DOCTORADO EN CIENCIAS EN INGENIERÍA MECÁNICA
232,233,2031,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN
233,234,6714,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
234,235,2038,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",MAESTRÍA EN CIENCIAS EN INGENIERÍA ELECTRÓNICA
235,236,2039,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",MAESTRÍA EN CIENCIAS EN INGENIERÍA MECÁNICA
236,237,7215,MORELOS,"CENTRO NACIONAL DE INVESTIGACIÓN Y 
DESARROLLO TECNOLÓGICO",MAESTRÍA EN CIENCIAS EN INGENIERÍA MECATRÓNICA
237,238,5171,CIUDAD DE MÉXICO,"CENTROS CULTURALES DE MEXICO, A.C.",MAESTRÍA EN FILOSOFÍA ANTIGÜA
238,239,6771,GUANAJUATO,CIATEC AC,ESPECIALIDAD EN DISEÑO Y DESARROLLO DE CALZADO
239,240,3500,QUERÉTARO,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA 
(CIATEQ)",DOCTORADO EN MANUFACTURA AVANZADA
240,241,4409,QUERÉTARO,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA 
(CIATEQ)",MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE PROYECTOS DE INGENIERÍA
241,242,3499,AGUASCALIENTES,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA 
(CIATEQ)",MAESTRÍA EN MANUFACTURA AVANZADA
242,243,3927,QUERÉTARO,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA 
(CIATEQ)",MAESTRÍA EN SISTEMAS INTELIGENTES MULTIMEDIA
243,244,137,VERACRUZ,COLEGIO DE POSTGRADUADOS,DOCTORADO EN AGROECOSISTEMAS TROPICALES
244,245,5580,TABASCO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS AGRÍCOLAS EN EL TRÓPICO
245,246,117,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN BOTÁNICA
246,247,101,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN EDAFOLOGÍA
247,248,2019,PUEBLA,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN ESTRATEGIAS PARA EL DESARROLLO AGRÍCOLA REGIONAL
248,249,188,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN FITOSANIDAD
249,250,120,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN HIDROCIENCIAS
250,251,6424,VERACRUZ,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN INNOVACIÓN AGROALIMENTARIA SUSTENTABLE
251,252,6414,SAN LUIS POTOSÍ,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN INNOVACIÓN EN MANEJO DE RECURSOS NATURALES
252,253,7422,PUEBLA,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN MANEJO SOSTENIBLE DE RECURSOS FITOGENÉTICOS
253,254,97,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN RECURSOS GENÉTICOS Y PRODUCTIVIDAD
254,255,555,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS EN SOCIOECONOMÍA ESTADÍSTICA E INFORMÁTICA
255,256,103,MÉXICO,COLEGIO DE POSTGRADUADOS,DOCTORADO EN CIENCIAS FORESTALES
256,257,7161,VERACRUZ,COLEGIO DE POSTGRADUADOS,"ESPECIALIDAD EN INNOVACIÓN DE LA PRODUCCIÓN AGROALIMENTARIA CON ENFOQUE EN 
DESARROLLO SOCIAL"
257,258,6767,PUEBLA,COLEGIO DE POSTGRADUADOS,MAESTRIA EN CIENCIAS DESARROLLO SUSTENTABLE DE REGIONES INDÍGENAS
258,259,5423,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRIA EN CIENCIAS EN AGROECOLOGÍA Y SUSTENTABILIDAD
259,260,136,VERACRUZ,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN AGROECOSISTEMAS TROPICALES
260,261,4375,CAMPECHE,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN BIOPROSPECCIÓN Y SUSTENTABILIDAD AGRÍCOLA EN EL TRÓPICO
261,262,118,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN BOTÁNICA
262,263,102,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN EDAFOLOGÍA
263,264,2020,PUEBLA,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN ESTRATEGIAS PARA EL DESARROLLO AGRÍCOLA REGIONAL
264,265,195,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN FITOSANIDAD
265,266,121,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN HIDROCIENCIAS
266,267,3670,VERACRUZ,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN INNOVACIÓN AGROALIMENTARIA SUSTENTABLE
267,268,3946,SAN LUIS POTOSÍ,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN INNOVACIÓN EN MANEJO DE RECURSOS NATURALES
268,269,7421,PUEBLA,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN MANEJO SOSTENIBLE DE RECURSOS FITOGENÉTICOS
269,270,1676,TABASCO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS EN PRODUCCIÓN AGROALIMENTARIA EN EL TRÓPICO
270,271,104,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN CIENCIAS FORESTALES
271,272,6768,PUEBLA,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN DESARROLLO E INNOVACIÓN EN FRUTICULTURA FAMILIAR
272,273,5057,VERACRUZ,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN PAISAJE Y TURISMO RURAL
273,274,98,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN RECURSOS GENÉTICOS Y PRODUCTIVIDAD
274,275,554,MÉXICO,COLEGIO DE POSTGRADUADOS,MAESTRÍA EN SOCIOECONOMÍA ESTADÍSTICA E INFORMÁTICA
275,276,5064,PUEBLA,COLEGIO DE POSTGRADUADOS,MAESTRÍA PROFESIONALIZANTE EN GESTIÓN DEL DESARROLLO SOCIAL
276,277,3267,COAHUILA,"CORPORACION MEXICANA DE INVESTIGACION EN 
MATERIALES SA DE CV",MAESTRÍA EN TECNOLOGÍA DE LA SOLDADURA INDUSTRIAL
277,278,57,JALISCO,EL COLEGIO DE JALISCO AC,DOCTORADO EN CIENCIAS SOCIALES
278,279,58,JALISCO,EL COLEGIO DE JALISCO AC,MAESTRÍA EN ESTUDIOS SOCIALES Y HUMANOS
279,280,1509,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,DOCTORADO EN CIENCIAS SOCIALES EN EL ÁREA DE ESTUDIOS REGIONALES
280,281,5258,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,DOCTORADO EN ESTUDIOS CULTURALES
281,282,5259,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,DOCTORADO EN ESTUDIOS DE MIGRACIÓN
282,283,3326,CHIHUAHUA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN ACCIÓN PÚBLICA Y DESARROLLO SOCIAL
283,284,1510,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN ADMINISTRACIÓN INTEGRAL DEL AMBIENTE
284,285,470,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN DESARROLLO REGIONAL
285,286,480,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN ECONOMÍA APLICADA
286,287,2671,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRIA EN ESTUDIOS CULTURALES
287,288,484,BAJA CALIFORNIA,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN ESTUDIOS DE POBLACIÓN
288,289,3323,NUEVO LEÓN,EL COLEGIO DE LA FRONTERA NORTE AC,MAESTRÍA EN GESTIÓN INTEGRAL DEL AGUA
289,290,1284,CHIAPAS,EL COLEGIO DE LA FRONTERA SUR,DOCTORADO EN CIENCIAS EN ECOLOGÍA Y DESARROLLO SUSTENTABLE
